Domain,Area Code,Area,Element,Item Code,Item,Year Code,Unit,Value,Flag Description
Fertilizers,101,Indonesia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,35.54,Calculated data
Fertilizers,102,Iran (Islamic Republic of),Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,66.65,Calculated data
Fertilizers,102,Iran (Islamic Republic of),Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,15.56,Calculated data
Fertilizers,102,Iran (Islamic Republic of),Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,7.77,Calculated data
Fertilizers,103,Iraq,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,30.54,Calculated data
Fertilizers,103,Iraq,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,3.4,Calculated data
Fertilizers,103,Iraq,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.47,Calculated data
Fertilizers,104,Ireland,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,313,Calculated data
Fertilizers,104,Ireland,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,118.3,Calculated data
Fertilizers,104,Ireland,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,129.53,Calculated data
Fertilizers,105,Israel,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,113.99,Calculated data
Fertilizers,105,Israel,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,12.44,Calculated data
Fertilizers,105,Israel,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,54.84,Calculated data
Fertilizers,106,Italy,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,63.16,Calculated data
Fertilizers,106,Italy,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,19.02,Calculated data
Fertilizers,106,Italy,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,11.87,Calculated data
Fertilizers,109,Jamaica,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,22.07,Calculated data
Fertilizers,109,Jamaica,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,13.55,Calculated data
Fertilizers,109,Jamaica,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.95,Calculated data
Fertilizers,110,Japan,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,79.87,Calculated data
Fertilizers,110,Japan,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,76.78,Calculated data
Fertilizers,110,Japan,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,51.51,Calculated data
Fertilizers,112,Jordan,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,109.25,Calculated data
Fertilizers,112,Jordan,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,405.55,Calculated data
Fertilizers,112,Jordan,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,268.21,Calculated data
Fertilizers,108,Kazakhstan,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,3.1,Calculated data
Fertilizers,108,Kazakhstan,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,1.12,Calculated data
Fertilizers,108,Kazakhstan,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.08,Calculated data
Fertilizers,114,Kenya,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,21.01,Calculated data
Fertilizers,114,Kenya,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,3.16,Calculated data
Fertilizers,114,Kenya,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,2.02,Calculated data
Fertilizers,118,Kuwait,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,260.52,Calculated data
Fertilizers,118,Kuwait,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,91.34,Calculated data
Fertilizers,118,Kuwait,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,382.01,Calculated data
Fertilizers,113,Kyrgyzstan,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,24.17,Calculated data
Fertilizers,113,Kyrgyzstan,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,1,Calculated data
Fertilizers,113,Kyrgyzstan,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.04,Calculated data
Fertilizers,119,Latvia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,61.32,Calculated data
Fertilizers,119,Latvia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,19.7,Calculated data
Fertilizers,119,Latvia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,23.18,Calculated data
Fertilizers,121,Lebanon,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,77.14,Calculated data
Fertilizers,121,Lebanon,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,133.35,Calculated data
Fertilizers,121,Lebanon,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,20.57,Calculated data
Fertilizers,124,Libya,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,0,Calculated data
Fertilizers,124,Libya,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,8.01,Calculated data
Fertilizers,124,Libya,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.47,Calculated data
Fertilizers,126,Lithuania,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,74.12,Calculated data
Fertilizers,126,Lithuania,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,20.55,Calculated data
Fertilizers,126,Lithuania,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,25.37,Calculated data
Fertilizers,256,Luxembourg,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,197.36,Calculated data
Fertilizers,256,Luxembourg,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,17.09,Calculated data
Fertilizers,256,Luxembourg,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,17.09,Calculated data
Fertilizers,129,Madagascar,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,1.43,Calculated data
Fertilizers,129,Madagascar,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0.65,Calculated data
Fertilizers,129,Madagascar,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.85,Calculated data
Fertilizers,130,Malawi,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,18.07,Calculated data
Fertilizers,130,Malawi,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,6.64,Calculated data
Fertilizers,130,Malawi,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,4.41,Calculated data
Fertilizers,131,Malaysia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,36.22,Calculated data
Fertilizers,131,Malaysia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,62.14,Calculated data
Fertilizers,131,Malaysia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,115,Calculated data
Fertilizers,132,Maldives,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,34.06,Calculated data
Fertilizers,132,Maldives,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,38.26,Calculated data
Fertilizers,132,Maldives,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,39.28,Calculated data
Fertilizers,133,Mali,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,18.49,Calculated data
Fertilizers,133,Mali,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,5.15,Calculated data
Fertilizers,133,Mali,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,4.76,Calculated data
Fertilizers,134,Malta,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,370.58,Calculated data
Fertilizers,134,Malta,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,6.45,Calculated data
Fertilizers,134,Malta,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,8.9,Calculated data
Fertilizers,137,Mauritius,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,71.81,Calculated data
Fertilizers,137,Mauritius,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,25.35,Calculated data
Fertilizers,137,Mauritius,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,42.6,Calculated data
Fertilizers,138,Mexico,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,67.86,Calculated data
Fertilizers,138,Mexico,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,14.99,Calculated data
Fertilizers,138,Mexico,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,8.6,Calculated data
Fertilizers,141,Mongolia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,35.52,Calculated data
Fertilizers,141,Mongolia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,1.53,Calculated data
Fertilizers,141,Mongolia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.9,Calculated data
Fertilizers,273,Montenegro,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,93.26,Calculated data
Fertilizers,273,Montenegro,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,36.74,Calculated data
Fertilizers,273,Montenegro,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,35.29,Calculated data
Fertilizers,143,Morocco,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,25.36,Calculated data
Fertilizers,143,Morocco,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,23.35,Calculated data
Fertilizers,143,Morocco,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,11.56,Calculated data
Fertilizers,144,Mozambique,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,1.77,Calculated data
Fertilizers,144,Mozambique,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,1.51,Calculated data
Fertilizers,144,Mozambique,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.99,Calculated data
Fertilizers,28,Myanmar,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,9.89,Calculated data
Fertilizers,28,Myanmar,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,1.67,Calculated data
Fertilizers,28,Myanmar,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,1.79,Calculated data
Fertilizers,147,Namibia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,17.25,Calculated data
Fertilizers,147,Namibia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0.88,Calculated data
Fertilizers,147,Namibia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.63,Calculated data
Fertilizers,148,Nauru,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,0,Calculated data
Fertilizers,148,Nauru,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0,Calculated data
Fertilizers,148,Nauru,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0,Calculated data
Fertilizers,149,Nepal,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,45.49,Calculated data
Fertilizers,149,Nepal,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,20.13,Calculated data
Fertilizers,149,Nepal,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,1.44,Calculated data
Fertilizers,150,Netherlands,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,203.11,Calculated data
Fertilizers,150,Netherlands,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,12.22,Calculated data
Fertilizers,150,Netherlands,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,33.66,Calculated data
Fertilizers,153,New Caledonia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,83.01,Calculated data
Fertilizers,153,New Caledonia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,32.52,Calculated data
Fertilizers,153,New Caledonia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,34.96,Calculated data
Fertilizers,156,New Zealand,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,NA,Not applicable
Fertilizers,156,New Zealand,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,NA,Not applicable
Fertilizers,156,New Zealand,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,60.27,Calculated data
Fertilizers,157,Nicaragua,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,30.56,Calculated data
Fertilizers,157,Nicaragua,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,9.74,Calculated data
Fertilizers,157,Nicaragua,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,7.63,Calculated data
Fertilizers,158,Niger,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,0.45,Calculated data
Fertilizers,158,Niger,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0,Calculated data
Fertilizers,158,Niger,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.11,Calculated data
Fertilizers,159,Nigeria,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,5.2,Calculated data
Fertilizers,159,Nigeria,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,1.02,Calculated data
Fertilizers,159,Nigeria,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.74,Calculated data
Fertilizers,162,Norway,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,126.63,Calculated data
Fertilizers,162,Norway,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,26.25,Calculated data
Fertilizers,162,Norway,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,50.64,Calculated data
Fertilizers,221,Oman,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,0,Calculated data
Fertilizers,221,Oman,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,34.42,Calculated data
Fertilizers,221,Oman,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,131.21,Calculated data
Fertilizers,165,Pakistan,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,101.13,Calculated data
Fertilizers,165,Pakistan,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,31.78,Calculated data
Fertilizers,165,Pakistan,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.81,Calculated data
Fertilizers,166,Panama,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,23.79,Calculated data
Fertilizers,166,Panama,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,14.53,Calculated data
Fertilizers,166,Panama,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,12.64,Calculated data
Fertilizers,168,Papua New Guinea,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,20.68,Calculated data
Fertilizers,168,Papua New Guinea,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,2.02,Calculated data
Fertilizers,168,Papua New Guinea,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,8.7,Calculated data
Fertilizers,169,Paraguay,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,25.04,Calculated data
Fertilizers,169,Paraguay,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,40.38,Calculated data
Fertilizers,169,Paraguay,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,30.48,Calculated data
Fertilizers,170,Peru,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,51.01,Calculated data
Fertilizers,170,Peru,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,14.21,Calculated data
Fertilizers,170,Peru,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,15.38,Calculated data
Fertilizers,171,Philippines,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,52.56,Calculated data
Fertilizers,171,Philippines,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,11.22,Calculated data
Fertilizers,171,Philippines,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,13.14,Calculated data
Fertilizers,173,Poland,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,93.23,Calculated data
Fertilizers,173,Poland,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,29.11,Calculated data
Fertilizers,173,Poland,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,47.08,Calculated data
Fertilizers,174,Portugal,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,64.26,Calculated data
Fertilizers,174,Portugal,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,23.37,Calculated data
Fertilizers,174,Portugal,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,16.95,Calculated data
Fertilizers,179,Qatar,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,NA,Not applicable
Fertilizers,179,Qatar,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0,Calculated data
Fertilizers,179,Qatar,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,115.38,Calculated data
Fertilizers,117,Republic of Korea,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,141.9,Calculated data
Fertilizers,117,Republic of Korea,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,89.81,Calculated data
Fertilizers,117,Republic of Korea,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,90.13,Calculated data
Fertilizers,146,Republic of Moldova,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,14.06,Calculated data
Fertilizers,146,Republic of Moldova,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,3.88,Calculated data
Fertilizers,146,Republic of Moldova,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.99,Calculated data
Fertilizers,183,Romania,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,38.93,Calculated data
Fertilizers,183,Romania,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,14.45,Calculated data
Fertilizers,183,Romania,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,4.65,Calculated data
Fertilizers,185,Russian Federation,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,10.13,Calculated data
Fertilizers,185,Russian Federation,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,3.75,Calculated data
Fertilizers,185,Russian Federation,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,2.37,Calculated data
Fertilizers,184,Rwanda,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,7.92,Calculated data
Fertilizers,184,Rwanda,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,5.02,Calculated data
Fertilizers,184,Rwanda,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,3.26,Calculated data
Fertilizers,188,Saint Kitts and Nevis,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,5.88,Calculated data
Fertilizers,188,Saint Kitts and Nevis,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,5.29,Calculated data
Fertilizers,188,Saint Kitts and Nevis,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,5.29,Calculated data
Fertilizers,189,Saint Lucia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,17.3,Calculated data
Fertilizers,189,Saint Lucia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,10.2,Calculated data
Fertilizers,189,Saint Lucia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,6.9,Calculated data
Fertilizers,244,Samoa,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,0.03,Calculated data
Fertilizers,244,Samoa,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0.27,Calculated data
Fertilizers,244,Samoa,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.03,Calculated data
Fertilizers,194,Saudi Arabia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,71.46,Calculated data
Fertilizers,194,Saudi Arabia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,93.66,Calculated data
Fertilizers,194,Saudi Arabia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,3.5,Calculated data
Fertilizers,195,Senegal,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,8.66,Calculated data
Fertilizers,195,Senegal,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,4.7,Calculated data
Fertilizers,195,Senegal,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,2.62,Calculated data
Fertilizers,272,Serbia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,72.7,Calculated data
Fertilizers,272,Serbia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,51.79,Calculated data
Fertilizers,272,Serbia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,24.09,Calculated data
Fertilizers,196,Seychelles,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,36.77,Calculated data
Fertilizers,196,Seychelles,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,21.94,Calculated data
Fertilizers,196,Seychelles,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,19.35,Calculated data
Fertilizers,200,Singapore,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,NA,Not applicable
Fertilizers,200,Singapore,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,263.64,Calculated data
Fertilizers,200,Singapore,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0,Calculated data
Fertilizers,199,Slovakia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,81.92,Calculated data
Fertilizers,199,Slovakia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,15.41,Calculated data
Fertilizers,199,Slovakia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,11.55,Calculated data
Fertilizers,198,Slovenia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,119.25,Calculated data
Fertilizers,198,Slovenia,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,39.73,Calculated data
Fertilizers,198,Slovenia,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,48.53,Calculated data
Fertilizers,202,South Africa,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,31.19,Calculated data
Fertilizers,202,South Africa,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,16.14,Calculated data
Fertilizers,202,South Africa,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,9.31,Calculated data
Fertilizers,203,Spain,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,62.54,Calculated data
Fertilizers,203,Spain,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,24.16,Calculated data
Fertilizers,203,Spain,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,22.31,Calculated data
Fertilizers,38,Sri Lanka,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,98.01,Calculated data
Fertilizers,38,Sri Lanka,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,26.52,Calculated data
Fertilizers,38,Sri Lanka,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,46.27,Calculated data
Fertilizers,276,Sudan,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,3.88,Calculated data
Fertilizers,276,Sudan,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0.4,Calculated data
Fertilizers,276,Sudan,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.28,Calculated data
Fertilizers,207,Suriname,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,68.69,Calculated data
Fertilizers,207,Suriname,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,6.51,Calculated data
Fertilizers,207,Suriname,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,14.69,Calculated data
Fertilizers,210,Sweden,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,73.45,Calculated data
Fertilizers,210,Sweden,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,11.05,Calculated data
Fertilizers,210,Sweden,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,11.85,Calculated data
Fertilizers,211,Switzerland,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,114.61,Calculated data
Fertilizers,211,Switzerland,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,24.84,Calculated data
Fertilizers,211,Switzerland,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,36.96,Calculated data
Fertilizers,212,Syrian Arab Republic,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,3.91,Calculated data
Fertilizers,212,Syrian Arab Republic,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,0,Calculated data
Fertilizers,212,Syrian Arab Republic,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.18,Calculated data
Fertilizers,208,Tajikistan,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,65.18,Calculated data
Fertilizers,208,Tajikistan,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,1.64,Calculated data
Fertilizers,208,Tajikistan,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,0.55,Calculated data
Fertilizers,216,Thailand,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,80.74,Calculated data
Fertilizers,216,Thailand,Average use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,kg/ha,16.39,Calculated data
Fertilizers,216,Thailand,Average use per area of cropland,3104,Nutrient potash K2O (total),2015,kg/ha,26.71,Calculated data
Fertilizers,154,The former Yugoslav Republic of Macedonia,Average use per area of cropland,3102,Nutrient nitrogen N (total),2015,kg/ha,43.27,Calculated data
