country,country_name,service_type,year,value,population,service_level
ITA,Italy,Sanitation,2015,0.00,0,Open_defecation
ITA,Italy,Sanitation,2015,95.43,57062749,Safely_managed_service
ITA,Italy,Sanitation,2015,0.62,369870,Unimproved
JAM,Jamaica,Sanitation,2015,85.37,2384774,At_least_basic
JAM,Jamaica,Sanitation,2015,13.31,371864,Limited_service
JAM,Jamaica,Sanitation,2015,0.74,20802,Open_defecation
JAM,Jamaica,Sanitation,2015,0.57,15896,Unimproved
JOR,Jordan,Sanitation,2015,19.45,1476841,Basic_service
JOR,Jordan,Sanitation,2015,1.23,93230,Limited_service
JOR,Jordan,Sanitation,2015,0.01,932,Open_defecation
JOR,Jordan,Sanitation,2015,77.26,5867698,Safely_managed_service
JOR,Jordan,Sanitation,2015,2.05,155846,Unimproved
JPN,Japan,Sanitation,2015,0.20,255307,Basic_service
JPN,Japan,Sanitation,2015,0.00,0,Limited_service
JPN,Japan,Sanitation,2015,0.00,0,Open_defecation
JPN,Japan,Sanitation,2015,99.80,126318181,Safely_managed_service
JPN,Japan,Sanitation,2015,0.00,0,Unimproved
KAZ,Kazakhstan,Sanitation,2015,97.81,17238407,At_least_basic
KAZ,Kazakhstan,Sanitation,2015,1.95,343801,Limited_service
KAZ,Kazakhstan,Sanitation,2015,0.01,1689,Open_defecation
KAZ,Kazakhstan,Sanitation,2015,0.23,41330,Unimproved
KEN,Kenya,Sanitation,2015,29.84,13743565,At_least_basic
KEN,Kenya,Sanitation,2015,21.42,9862376,Limited_service
KEN,Kenya,Sanitation,2015,12.03,5542094,Open_defecation
KEN,Kenya,Sanitation,2015,36.70,16902265,Unimproved
KGZ,Kyrgyzstan,Sanitation,2015,96.59,5737176,At_least_basic
KGZ,Kyrgyzstan,Sanitation,2015,3.19,189260,Limited_service
KGZ,Kyrgyzstan,Sanitation,2015,0.00,0,Open_defecation
KGZ,Kyrgyzstan,Sanitation,2015,0.23,13526,Unimproved
KHM,Cambodia,Sanitation,2015,48.83,7605979,At_least_basic
KHM,Cambodia,Sanitation,2015,7.63,1188884,Limited_service
KHM,Cambodia,Sanitation,2015,40.57,6319829,Open_defecation
KHM,Cambodia,Sanitation,2015,2.97,463207,Unimproved
KIR,Kiribati,Sanitation,2015,39.77,44714,At_least_basic
KIR,Kiribati,Sanitation,2015,8.35,9389,Limited_service
KIR,Kiribati,Sanitation,2015,34.65,38949,Open_defecation
KIR,Kiribati,Sanitation,2015,17.23,19371,Unimproved
KOR,Republic_of_Korea,Sanitation,2015,1.42,716620,Basic_service
KOR,Republic_of_Korea,Sanitation,2015,0.00,0,Limited_service
KOR,Republic_of_Korea,Sanitation,2015,0.00,0,Open_defecation
KOR,Republic_of_Korea,Sanitation,2015,98.46,49520254,Safely_managed_service
KOR,Republic_of_Korea,Sanitation,2015,0.11,56561,Unimproved
KWT,Kuwait,Sanitation,2015,0.00,0,Basic_service
KWT,Kuwait,Sanitation,2015,0.00,0,Limited_service
KWT,Kuwait,Sanitation,2015,0.00,0,Open_defecation
KWT,Kuwait,Sanitation,2015,100.00,3892115,Safely_managed_service
KWT,Kuwait,Sanitation,2015,0.00,0,Unimproved
LAO,Lao_People's_Democratic_Republic,Sanitation,2015,72.59,4937880,At_least_basic
LAO,Lao_People's_Democratic_Republic,Sanitation,2015,2.64,179401,Limited_service
LAO,Lao_People's_Democratic_Republic,Sanitation,2015,22.07,1501104,Open_defecation
LAO,Lao_People's_Democratic_Republic,Sanitation,2015,2.70,183639,Unimproved
LBN,Lebanon,Sanitation,2015,75.29,4404994,Basic_service
LBN,Lebanon,Sanitation,2015,1.45,84963,Limited_service
LBN,Lebanon,Sanitation,2015,0.04,2138,Open_defecation
LBN,Lebanon,Sanitation,2015,20.07,1174237,Safely_managed_service
LBN,Lebanon,Sanitation,2015,3.15,184411,Unimproved
LBR,Liberia,Sanitation,2015,16.89,760607,At_least_basic
LBR,Liberia,Sanitation,2015,24.97,1124404,Limited_service
LBR,Liberia,Sanitation,2015,42.26,1903060,Open_defecation
LBR,Liberia,Sanitation,2015,15.88,715367,Unimproved
LBY,Libya,Sanitation,2015,73.45,4611353,Basic_service
LBY,Libya,Sanitation,2015,0.00,0,Limited_service
LBY,Libya,Sanitation,2015,0.00,0,Open_defecation
LBY,Libya,Sanitation,2015,26.25,1648250,Safely_managed_service
LBY,Libya,Sanitation,2015,0.30,18835,Unimproved
LCA,Saint_Lucia,Sanitation,2015,90.91,168179,At_least_basic
LCA,Saint_Lucia,Sanitation,2015,8.28,15316,Limited_service
LCA,Saint_Lucia,Sanitation,2015,0.79,1466,Open_defecation
LCA,Saint_Lucia,Sanitation,2015,0.02,38,Unimproved
LIE,Liechtenstein,Sanitation,2015,0.63,235,Basic_service
LIE,Liechtenstein,Sanitation,2015,0.00,0,Limited_service
LIE,Liechtenstein,Sanitation,2015,0.00,0,Open_defecation
LIE,Liechtenstein,Sanitation,2015,99.33,37278,Safely_managed_service
LIE,Liechtenstein,Sanitation,2015,0.05,19,Unimproved
LKA,Sri_Lanka,Sanitation,2015,94.21,19514922,At_least_basic
LKA,Sri_Lanka,Sanitation,2015,2.73,566115,Limited_service
LKA,Sri_Lanka,Sanitation,2015,2.65,548572,Open_defecation
LKA,Sri_Lanka,Sanitation,2015,0.41,85401,Unimproved
LSO,Lesotho,Sanitation,2015,43.79,934950,At_least_basic
LSO,Lesotho,Sanitation,2015,17.22,367593,Limited_service
LSO,Lesotho,Sanitation,2015,30.04,641442,Open_defecation
LSO,Lesotho,Sanitation,2015,8.95,191037,Unimproved
LTU,Lithuania,Sanitation,2015,32.42,933173,Basic_service
LTU,Lithuania,Sanitation,2015,2.12,60923,Limited_service
LTU,Lithuania,Sanitation,2015,0.00,0,Open_defecation
LTU,Lithuania,Sanitation,2015,61.20,1761643,Safely_managed_service
LTU,Lithuania,Sanitation,2015,4.26,122666,Unimproved
LUX,Luxembourg,Sanitation,2015,3.92,22257,Basic_service
LUX,Luxembourg,Sanitation,2015,2.36,13400,Limited_service
LUX,Luxembourg,Sanitation,2015,0.00,0,Open_defecation
LUX,Luxembourg,Sanitation,2015,93.69,531305,Safely_managed_service
LUX,Luxembourg,Sanitation,2015,0.03,148,Unimproved
LVA,Latvia,Sanitation,2015,14.49,285486,Basic_service
LVA,Latvia,Sanitation,2015,0.94,18608,Limited_service
LVA,Latvia,Sanitation,2015,0.00,0,Open_defecation
LVA,Latvia,Sanitation,2015,78.38,1544402,Safely_managed_service
LVA,Latvia,Sanitation,2015,6.19,122007,Unimproved
MAR,Morocco,Sanitation,2015,45.39,15602799,Basic_service
MAR,Morocco,Sanitation,2015,7.65,2629321,Limited_service
MAR,Morocco,Sanitation,2015,7.58,2606202,Open_defecation
MAR,Morocco,Sanitation,2015,38.08,13090759,Safely_managed_service
MAR,Morocco,Sanitation,2015,1.30,448431,Unimproved
MCO,Monaco,Sanitation,2015,0.00,0,Basic_service
MCO,Monaco,Sanitation,2015,0.00,0,Limited_service
MCO,Monaco,Sanitation,2015,0.00,0,Open_defecation
MCO,Monaco,Sanitation,2015,100.00,37731,Safely_managed_service
MCO,Monaco,Sanitation,2015,0.00,0,Unimproved
MDA,Republic_of_Moldova,Sanitation,2015,78.40,3189972,At_least_basic
MDA,Republic_of_Moldova,Sanitation,2015,7.69,312960,Limited_service
MDA,Republic_of_Moldova,Sanitation,2015,0.13,5222,Open_defecation
MDA,Republic_of_Moldova,Sanitation,2015,13.78,560742,Unimproved
MDG,Madagascar,Sanitation,2015,9.69,2349298,At_least_basic
MDG,Madagascar,Sanitation,2015,14.49,3512766,Limited_service
MDG,Madagascar,Sanitation,2015,43.93,10645915,Open_defecation
MDG,Madagascar,Sanitation,2015,31.88,7727411,Unimproved
MDV,Maldives,Sanitation,2015,95.87,348634,At_least_basic
MDV,Maldives,Sanitation,2015,1.92,6970,Limited_service
MDV,Maldives,Sanitation,2015,0.02,74,Open_defecation
MDV,Maldives,Sanitation,2015,2.19,7979,Unimproved
MEX,Mexico,Sanitation,2015,44.06,55960949,Basic_service
MEX,Mexico,Sanitation,2015,7.28,9250874,Limited_service
MEX,Mexico,Sanitation,2015,1.68,2129930,Open_defecation
MEX,Mexico,Sanitation,2015,45.16,57361776,Safely_managed_service
MEX,Mexico,Sanitation,2015,1.82,2313694,Unimproved
MHL,Marshall_Islands,Sanitation,2015,86.89,46047,At_least_basic
MHL,Marshall_Islands,Sanitation,2015,0.12,63,Limited_service
MHL,Marshall_Islands,Sanitation,2015,10.60,5618,Open_defecation
MHL,Marshall_Islands,Sanitation,2015,2.39,1264,Unimproved
MKD,The_former_Yugoslav_Republic_of_Macedonia,Sanitation,2015,90.91,1889547,At_least_basic
MKD,The_former_Yugoslav_Republic_of_Macedonia,Sanitation,2015,3.53,73358,Limited_service
MKD,The_former_Yugoslav_Republic_of_Macedonia,Sanitation,2015,0.69,14443,Open_defecation
MKD,The_former_Yugoslav_Republic_of_Macedonia,Sanitation,2015,4.86,101104,Unimproved
MLI,Mali,Sanitation,2015,31.27,5503131,At_least_basic
MLI,Mali,Sanitation,2015,20.55,3617413,Limited_service
MLI,Mali,Sanitation,2015,8.05,1417383,Open_defecation
MLI,Mali,Sanitation,2015,40.12,7061766,Unimproved
MLT,Malta,Sanitation,2015,6.93,29017,Basic_service
MLT,Malta,Sanitation,2015,0.00,0,Limited_service
MLT,Malta,Sanitation,2015,0.00,0,Open_defecation
MLT,Malta,Sanitation,2015,93.03,389492,Safely_managed_service
MLT,Malta,Sanitation,2015,0.04,162,Unimproved
MMR,Myanmar,Sanitation,2015,64.70,34869557,At_least_basic
MMR,Myanmar,Sanitation,2015,10.69,5763838,Limited_service
MMR,Myanmar,Sanitation,2015,4.67,2518586,Open_defecation
MMR,Myanmar,Sanitation,2015,19.94,10745172,Unimproved
MNE,Montenegro,Sanitation,2015,95.91,600178,At_least_basic
MNE,Montenegro,Sanitation,2015,1.89,11827,Limited_service
MNE,Montenegro,Sanitation,2015,0.06,353,Open_defecation
MNE,Montenegro,Sanitation,2015,2.14,13423,Unimproved
MNG,Mongolia,Sanitation,2015,59.22,1752444,At_least_basic
MNG,Mongolia,Sanitation,2015,31.12,920869,Limited_service
MNG,Mongolia,Sanitation,2015,9.66,285820,Open_defecation
MNG,Mongolia,Sanitation,2015,0.00,0,Unimproved
MNP,Northern_Mariana_Islands,Sanitation,2015,78.84,43416,At_least_basic
MNP,Northern_Mariana_Islands,Sanitation,2015,18.75,10325,Limited_service
MNP,Northern_Mariana_Islands,Sanitation,2015,0.23,129,Open_defecation
MNP,Northern_Mariana_Islands,Sanitation,2015,2.18,1200,Unimproved
MOZ,Mozambique,Sanitation,2015,23.56,6591790,At_least_basic
MOZ,Mozambique,Sanitation,2015,4.59,1283412,Limited_service
MOZ,Mozambique,Sanitation,2015,35.99,10068002,Open_defecation
MOZ,Mozambique,Sanitation,2015,35.87,10034660,Unimproved
MRT,Mauritania,Sanitation,2015,44.62,1814972,At_least_basic
MRT,Mauritania,Sanitation,2015,12.44,506061,Limited_service
MRT,Mauritania,Sanitation,2015,30.11,1224868,Open_defecation
MRT,Mauritania,Sanitation,2015,12.82,521662,Unimproved
MSR,Montserrat,Sanitation,2015,88.75,4549,At_least_basic
MSR,Montserrat,Sanitation,2015,10.51,539,Limited_service
MSR,Montserrat,Sanitation,2015,0.74,38,Unimproved
MTQ,Martinique,Sanitation,2015,99.38,393950,At_least_basic
MTQ,Martinique,Sanitation,2015,0.00,0,Limited_service
MTQ,Martinique,Sanitation,2015,0.00,0,Open_defecation
MTQ,Martinique,Sanitation,2015,0.62,2475,Unimproved
MUS,Mauritius,Sanitation,2015,93.15,1185986,At_least_basic
MUS,Mauritius,Sanitation,2015,6.31,80335,Limited_service
MUS,Mauritius,Sanitation,2015,0.14,1812,Open_defecation
MUS,Mauritius,Sanitation,2015,0.40,5079,Unimproved
MWI,Malawi,Sanitation,2015,43.53,7493723,At_least_basic
MWI,Malawi,Sanitation,2015,23.21,3995854,Limited_service
MWI,Malawi,Sanitation,2015,6.47,1113622,Open_defecation
MWI,Malawi,Sanitation,2015,26.79,4612034,Unimproved
MYS,Malaysia,Sanitation,2015,17.65,5352731,Basic_service
MYS,Malaysia,Sanitation,2015,0.04,12048,Limited_service
MYS,Malaysia,Sanitation,2015,0.35,105778,Open_defecation
MYS,Malaysia,Sanitation,2015,81.93,24849069,Safely_managed_service
MYS,Malaysia,Sanitation,2015,0.04,11382,Unimproved
MYT,Mayotte,Sanitation,2015,76.88,184516,At_least_basic
MYT,Mayotte,Sanitation,2015,0.00,0,Limited_service
MYT,Mayotte,Sanitation,2015,0.00,0,Open_defecation
MYT,Mayotte,Sanitation,2015,23.12,55499,Unimproved
NAM,Namibia,Sanitation,2015,33.84,831989,At_least_basic
NAM,Namibia,Sanitation,2015,11.42,280755,Limited_service
NAM,Namibia,Sanitation,2015,49.88,1226409,Open_defecation
NAM,Namibia,Sanitation,2015,4.87,119677,Unimproved
NCL,New_Caledonia,Sanitation,2015,100.00,263118,At_least_basic
NCL,New_Caledonia,Sanitation,2015,0.00,0,Limited_service
NCL,New_Caledonia,Sanitation,2015,0.00,0,Open_defecation
NCL,New_Caledonia,Sanitation,2015,0.00,0,Unimproved
NER,Niger,Sanitation,2015,4.41,876590,Basic_service
NER,Niger,Sanitation,2015,7.74,1539841,Limited_service
NER,Niger,Sanitation,2015,71.31,14190017,Open_defecation
NER,Niger,Sanitation,2015,8.53,1697825,Safely_managed_service
NER,Niger,Sanitation,2015,8.01,1594847,Unimproved
NGA,Nigeria,Sanitation,2015,32.60,59399585,At_least_basic
NGA,Nigeria,Sanitation,2015,21.62,39399203,Limited_service
NGA,Nigeria,Sanitation,2015,25.54,46529909,Open_defecation
NGA,Nigeria,Sanitation,2015,20.24,36873270,Unimproved
NIC,Nicaragua,Sanitation,2015,76.35,4643582,At_least_basic
NIC,Nicaragua,Sanitation,2015,2.84,173032,Limited_service
NIC,Nicaragua,Sanitation,2015,6.97,423720,Open_defecation
NIC,Nicaragua,Sanitation,2015,13.84,841698,Unimproved
NIU,Niue,Sanitation,2015,96.77,1558,At_least_basic
NIU,Niue,Sanitation,2015,0.00,0,Limited_service
NIU,Niue,Sanitation,2015,0.00,0,Open_defecation
NIU,Niue,Sanitation,2015,3.23,52,Unimproved
NLD,Netherlands,Sanitation,2015,0.27,45823,Basic_service
NLD,Netherlands,Sanitation,2015,2.27,384520,Limited_service
NLD,Netherlands,Sanitation,2015,0.00,0,Open_defecation
NLD,Netherlands,Sanitation,2015,97.46,16494398,Safely_managed_service
NLD,Netherlands,Sanitation,2015,0.00,190,Unimproved
NOR,Norway,Sanitation,2015,19.61,1022036,Basic_service
NOR,Norway,Sanitation,2015,1.94,101167,Limited_service
NOR,Norway,Sanitation,2015,0.00,0,Open_defecation
NOR,Norway,Sanitation,2015,78.45,4087764,Safely_managed_service
NOR,Norway,Sanitation,2015,0.00,0,Unimproved
NPL,Nepal,Sanitation,2015,46.13,13152398,At_least_basic
NPL,Nepal,Sanitation,2015,19.20,5473470,Limited_service
NPL,Nepal,Sanitation,2015,29.83,8504753,Open_defecation
NPL,Nepal,Sanitation,2015,4.85,1383079,Unimproved
NRU,Nauru,Sanitation,2015,65.60,6705,At_least_basic
NRU,Nauru,Sanitation,2015,30.73,3141,Limited_service
NRU,Nauru,Sanitation,2015,2.59,265,Open_defecation
NRU,Nauru,Sanitation,2015,1.09,111,Unimproved
NZL,New_Zealand,Sanitation,2015,24.07,1089937,Basic_service
NZL,New_Zealand,Sanitation,2015,0.00,0,Limited_service
NZL,New_Zealand,Sanitation,2015,0.00,0,Open_defecation
NZL,New_Zealand,Sanitation,2015,75.93,3438589,Safely_managed_service
NZL,New_Zealand,Sanitation,2015,0.00,0,Unimproved
OMN,Oman,Sanitation,2015,99.32,4459919,At_least_basic
OMN,Oman,Sanitation,2015,0.68,30622,Limited_service
OMN,Oman,Sanitation,2015,0.00,0,Open_defecation
OMN,Oman,Sanitation,2015,0.00,0,Unimproved
PAK,Pakistan,Sanitation,2015,58.25,110051396,At_least_basic
PAK,Pakistan,Sanitation,2015,8.45,15954703,Limited_service
PAK,Pakistan,Sanitation,2015,11.55,21813413,Open_defecation
PAK,Pakistan,Sanitation,2015,21.76,41105368,Unimproved
PAN,Panama,Sanitation,2015,76.87,3020214,At_least_basic
PAN,Panama,Sanitation,2015,7.34,288560,Limited_service
PAN,Panama,Sanitation,2015,3.39,133192,Open_defecation
PAN,Panama,Sanitation,2015,12.40,487175,Unimproved
PER,Peru,Sanitation,2015,46.56,14609280,Basic_service
PER,Peru,Sanitation,2015,8.84,2772438,Limited_service
PER,Peru,Sanitation,2015,7.28,2284278,Open_defecation
PER,Peru,Sanitation,2015,30.25,9492874,Safely_managed_service
PER,Peru,Sanitation,2015,7.07,2217799,Unimproved
PHL,Philippines,Sanitation,2015,74.98,75501293,At_least_basic
PHL,Philippines,Sanitation,2015,16.54,16657544,Limited_service
PHL,Philippines,Sanitation,2015,5.74,5779072,Open_defecation
PHL,Philippines,Sanitation,2015,2.74,2761491,Unimproved
PLW,Palau,Sanitation,2015,80.38,17114,Basic_service
PLW,Palau,Sanitation,2015,0.00,0,Limited_service
PLW,Palau,Sanitation,2015,0.00,0,Open_defecation
PLW,Palau,Sanitation,2015,19.62,4177,Safely_managed_service
PLW,Palau,Sanitation,2015,0.00,0,Unimproved
PNG,Papua_New_Guinea,Sanitation,2015,18.60,1417511,At_least_basic
PNG,Papua_New_Guinea,Sanitation,2015,3.41,259453,Limited_service
PNG,Papua_New_Guinea,Sanitation,2015,12.91,983714,Open_defecation
PNG,Papua_New_Guinea,Sanitation,2015,65.08,4958643,Unimproved
POL,Poland,Sanitation,2015,20.99,8106149,Basic_service
POL,Poland,Sanitation,2015,1.04,400248,Limited_service
POL,Poland,Sanitation,2015,0.00,0,Open_defecation
POL,Poland,Sanitation,2015,77.14,29784650,Safely_managed_service
POL,Poland,Sanitation,2015,0.83,320745,Unimproved
PRI,Puerto_Rico,Sanitation,2015,65.04,2395486,Basic_service
PRI,Puerto_Rico,Sanitation,2015,0.00,0,Limited_service
PRI,Puerto_Rico,Sanitation,2015,0.00,0,Open_defecation
PRI,Puerto_Rico,Sanitation,2015,32.12,1183047,Safely_managed_service
PRI,Puerto_Rico,Sanitation,2015,2.84,104704,Unimproved
PRK,Democratic_People's_Republic_of_Korea,Sanitation,2015,77.13,19403465,At_least_basic
PRK,Democratic_People's_Republic_of_Korea,Sanitation,2015,4.47,1125163,Limited_service
PRK,Democratic_People's_Republic_of_Korea,Sanitation,2015,0.00,0,Open_defecation
PRK,Democratic_People's_Republic_of_Korea,Sanitation,2015,18.39,4626687,Unimproved
PRT,Portugal,Sanitation,2015,37.77,3909284,Basic_service
PRT,Portugal,Sanitation,2015,0.33,34178,Limited_service
PRT,Portugal,Sanitation,2015,0.00,0,Open_defecation
PRT,Portugal,Sanitation,2015,61.67,6382782,Safely_managed_service
PRT,Portugal,Sanitation,2015,0.23,23559,Unimproved
PRY,Paraguay,Sanitation,2015,91.22,6056356,At_least_basic
PRY,Paraguay,Sanitation,2015,0.03,2054,Limited_service
PRY,Paraguay,Sanitation,2015,0.38,25092,Open_defecation
PRY,Paraguay,Sanitation,2015,8.37,555621,Unimproved
PSE,West_Bank_and_Gaza_Strip,Sanitation,2015,35.69,1666033,Basic_service
PSE,West_Bank_and_Gaza_Strip,Sanitation,2015,3.77,175773,Limited_service
PSE,West_Bank_and_Gaza_Strip,Sanitation,2015,0.28,12884,Open_defecation
PSE,West_Bank_and_Gaza_Strip,Sanitation,2015,60.26,2813437,Safely_managed_service
PSE,West_Bank_and_Gaza_Strip,Sanitation,2015,0.01,339,Unimproved
PYF,French_Polynesia,Sanitation,2015,96.85,273870,At_least_basic
PYF,French_Polynesia,Sanitation,2015,0.00,0,Limited_service
PYF,French_Polynesia,Sanitation,2015,3.15,8894,Unimproved
QAT,Qatar,Sanitation,2015,11.55,258184,Basic_service
QAT,Qatar,Sanitation,2015,0.00,0,Limited_service
QAT,Qatar,Sanitation,2015,0.00,0,Open_defecation
QAT,Qatar,Sanitation,2015,88.45,1977171,Safely_managed_service
QAT,Qatar,Sanitation,2015,0.00,0,Unimproved
REU,Réunion,Sanitation,2015,98.98,852327,At_least_basic
REU,Réunion,Sanitation,2015,0.00,0,Limited_service
REU,Réunion,Sanitation,2015,0.00,0,Open_defecation
REU,Réunion,Sanitation,2015,1.03,8827,Unimproved
ROU,Romania,Sanitation,2015,24.73,4824828,Basic_service
ROU,Romania,Sanitation,2015,0.24,45920,Limited_service
ROU,Romania,Sanitation,2015,0.00,0,Open_defecation
ROU,Romania,Sanitation,2015,57.08,11137916,Safely_managed_service
ROU,Romania,Sanitation,2015,17.95,3502660,Unimproved
RUS,Russian_Federation,Sanitation,2015,88.79,127370669,At_least_basic
RUS,Russian_Federation,Sanitation,2015,0.00,0,Limited_service
RUS,Russian_Federation,Sanitation,2015,0.00,0,Open_defecation
RUS,Russian_Federation,Sanitation,2015,11.21,16086259,Unimproved
RWA,Rwanda,Sanitation,2015,62.35,7238374,At_least_basic
RWA,Rwanda,Sanitation,2015,13.86,1609276,Limited_service
RWA,Rwanda,Sanitation,2015,2.12,246256,Open_defecation
RWA,Rwanda,Sanitation,2015,21.67,2515760,Unimproved
SAU,Saudi_Arabia,Sanitation,2015,15.50,4889439,Basic_service
SAU,Saudi_Arabia,Sanitation,2015,0.00,0,Limited_service
SAU,Saudi_Arabia,Sanitation,2015,0.00,0,Open_defecation
SAU,Saudi_Arabia,Sanitation,2015,84.50,26650933,Safely_managed_service
SAU,Saudi_Arabia,Sanitation,2015,0.00,0,Unimproved
SDN,Sudan,Sanitation,2015,34.59,13915679,At_least_basic
SDN,Sudan,Sanitation,2015,8.56,3444800,Limited_service
SDN,Sudan,Sanitation,2015,26.67,10728934,Open_defecation
SDN,Sudan,Sanitation,2015,30.19,12145471,Unimproved
SEN,Senegal,Sanitation,2015,24.25,3669286,Basic_service
SEN,Senegal,Sanitation,2015,14.86,2248265,Limited_service
SEN,Senegal,Sanitation,2015,15.11,2286259,Open_defecation
SEN,Senegal,Sanitation,2015,24.11,3646948,Safely_managed_service
SEN,Senegal,Sanitation,2015,21.67,3278515,Unimproved
SGP,Singapore,Sanitation,2015,0.00,0,Basic_service
SGP,Singapore,Sanitation,2015,0.00,0,Limited_service
SGP,Singapore,Sanitation,2015,0.00,0,Open_defecation
SGP,Singapore,Sanitation,2015,100.00,5603740,Safely_managed_service
SGP,Singapore,Sanitation,2015,0.00,0,Unimproved
SHN,Saint_Helena,Sanitation,2015,99.89,3957,At_least_basic
SHN,Saint_Helena,Sanitation,2015,0.00,0,Limited_service
SHN,Saint_Helena,Sanitation,2015,0.00,0,Open_defecation
SHN,Saint_Helena,Sanitation,2015,0.11,4,Unimproved
SLB,Solomon_Islands,Sanitation,2015,31.27,182472,At_least_basic
SLB,Solomon_Islands,Sanitation,2015,5.11,29810,Limited_service
SLB,Solomon_Islands,Sanitation,2015,41.05,239588,Open_defecation
SLB,Solomon_Islands,Sanitation,2015,22.57,131722,Unimproved
SLE,Sierra_Leone,Sanitation,2015,14.54,938027,At_least_basic
SLE,Sierra_Leone,Sanitation,2015,34.23,2208766,Limited_service
SLE,Sierra_Leone,Sanitation,2015,18.81,1214052,Open_defecation
SLE,Sierra_Leone,Sanitation,2015,32.42,2092339,Unimproved
SLV,El_Salvador,Sanitation,2015,91.13,5582853,At_least_basic
SLV,El_Salvador,Sanitation,2015,6.55,401262,Limited_service
SLV,El_Salvador,Sanitation,2015,1.56,95313,Open_defecation
SLV,El_Salvador,Sanitation,2015,0.77,47155,Unimproved
SMR,San_Marino,Sanitation,2015,22.13,7033,Basic_service
SMR,San_Marino,Sanitation,2015,0.00,0,Limited_service
SMR,San_Marino,Sanitation,2015,0.00,0,Open_defecation
SMR,San_Marino,Sanitation,2015,77.87,24748,Safely_managed_service
SMR,San_Marino,Sanitation,2015,0.00,0,Unimproved
SOM,Somalia,Sanitation,2015,2.11,227196,Basic_service
SOM,Somalia,Sanitation,2015,10.52,1134832,Limited_service
SOM,Somalia,Sanitation,2015,39.10,4217618,Open_defecation
SOM,Somalia,Sanitation,2015,14.09,1519389,Safely_managed_service
SOM,Somalia,Sanitation,2015,34.19,3688069,Unimproved
SRB,Serbia,Sanitation,2015,70.62,6250646,Basic_service
SRB,Serbia,Sanitation,2015,1.26,111194,Limited_service
SRB,Serbia,Sanitation,2015,0.07,6393,Open_defecation
SRB,Serbia,Sanitation,2015,24.02,2126173,Safely_managed_service
SRB,Serbia,Sanitation,2015,4.03,356569,Unimproved
SSD,South_Sudan,Sanitation,2015,10.35,1277184,At_least_basic
SSD,South_Sudan,Sanitation,2015,9.13,1126315,Limited_service
SSD,South_Sudan,Sanitation,2015,60.90,7514930,Open_defecation
SSD,South_Sudan,Sanitation,2015,19.62,2421383,Unimproved
STP,Sao_Tome_and_Principe,Sanitation,2015,40.10,76333,At_least_basic
STP,Sao_Tome_and_Principe,Sanitation,2015,6.38,12148,Limited_service
STP,Sao_Tome_and_Principe,Sanitation,2015,49.79,94775,Open_defecation
STP,Sao_Tome_and_Principe,Sanitation,2015,3.72,7088,Unimproved
SUR,Suriname,Sanitation,2015,79.22,430140,At_least_basic
SUR,Suriname,Sanitation,2015,9.67,52510,Limited_service
SUR,Suriname,Sanitation,2015,6.32,34296,Open_defecation
SUR,Suriname,Sanitation,2015,4.79,26029,Unimproved
SVK,Slovakia,Sanitation,2015,17.23,934957,Basic_service
SVK,Slovakia,Sanitation,2015,1.01,54822,Limited_service
SVK,Slovakia,Sanitation,2015,0.00,0,Open_defecation
SVK,Slovakia,Sanitation,2015,81.70,4433141,Safely_managed_service
SVK,Slovakia,Sanitation,2015,0.06,3338,Unimproved
SVN,Slovenia,Sanitation,2015,23.38,483450,Basic_service
SVN,Slovenia,Sanitation,2015,0.89,18457,Limited_service
SVN,Slovenia,Sanitation,2015,0.00,0,Open_defecation
SVN,Slovenia,Sanitation,2015,75.72,1565619,Safely_managed_service
SVN,Slovenia,Sanitation,2015,0.00,0,Unimproved
SWE,Sweden,Sanitation,2015,6.99,683846,Basic_service
SWE,Sweden,Sanitation,2015,0.69,67795,Limited_service
SWE,Sweden,Sanitation,2015,0.00,0,Open_defecation
SWE,Sweden,Sanitation,2015,92.31,9027470,Safely_managed_service
SWE,Sweden,Sanitation,2015,0.00,316,Unimproved
SWZ,Swaziland,Sanitation,2015,58.03,746775,At_least_basic
SWZ,Swaziland,Sanitation,2015,23.73,305455,Limited_service
SWZ,Swaziland,Sanitation,2015,10.94,140773,Open_defecation
SWZ,Swaziland,Sanitation,2015,7.30,93966,Unimproved
SXM,Sint_Maarten_(Dutch_part),Sanitation,2015,98.72,38249,At_least_basic
SXM,Sint_Maarten_(Dutch_part),Sanitation,2015,0.00,0,Limited_service
SXM,Sint_Maarten_(Dutch_part),Sanitation,2015,0.19,73,Open_defecation
SXM,Sint_Maarten_(Dutch_part),Sanitation,2015,1.09,423,Unimproved
SYC,Seychelles,Sanitation,2015,100.00,96471,At_least_basic
SYC,Seychelles,Sanitation,2015,0.00,0,Limited_service
SYC,Seychelles,Sanitation,2015,0.00,0,Open_defecation
SYC,Seychelles,Sanitation,2015,0.00,0,Unimproved
SYR,Syrian_Arab_Republic,Sanitation,2015,92.95,17197465,At_least_basic
SYR,Syrian_Arab_Republic,Sanitation,2015,4.18,774084,Limited_service
SYR,Syrian_Arab_Republic,Sanitation,2015,0.81,150523,Open_defecation
SYR,Syrian_Arab_Republic,Sanitation,2015,2.06,380340,Unimproved
TCA,Turks_and_Caicos_Islands,Sanitation,2015,87.99,30214,At_least_basic
TCA,Turks_and_Caicos_Islands,Sanitation,2015,0.00,0,Limited_service
